qid	year	label	no	content_verbatim	content_fixed	choice_a	choice_b	choice_c	choice_d	answer	chapter	attachment_link	mixed_choices
aXfPpyig	2025	1.16	15	À 4 000 m, le capteur du ballon sonde relève une température de -1°C. Nous en concluons que l'atmosphère à 4 000 m est :		plus froide que l'atmosphère standard	conforme à l'atmosphère standard	plus chaude que l'atmosphère standard	plus riche en dioxygène qu'au niveau du sol	2			
7ZV1Dw3x	2025	1.17	16	La brise de pente (montante) se forme en région :		montagneuse et de nuit	côtière et de nuit	montagneuse et de jour	côtière et de jour	2	3.4.		True
rhMxlbzy	2025	1.18	17	Je monte dans l'avion au matin. L'altimètre réglé sur le QNH hier soir indique une altitude supérieure à celle de l'aérodrome.		La pression sur l'aérodrome a baissé pendant la nuit	La température a baissé sur l'aérodrome pendant la nuit	La pression sur l'aérodrome a augmenté pendant la nuit	L'altimètre est forcément devenu défectueux	0			
VkoXqMV1	2025	1.19	18	Un vent du 090/20 vient :		de l'ouest à une vitesse de 20 kt	de l'est à une vitesse de 20 kt	de l'est à une vitesse de 20 km/h	de l'ouest à une vitesse de 20 km/h	1	3.4.		True
nY28pj3D	2025	1.20	19	Sur des cartes TEMSI, on peut lire une validité au 14/10/2019 15 UTC. Sachant que le 14 octobre 2019, la France était en « heure d'été », à quelle heure légale correspond cette prévision ?		13 h	14 h	16 h	17 h	3		https://annales-bia.fr/images/m2-2025.gif	
L5JiD1Dt	2025	2.1	20	Pour un aéronef en vol en palier stabilisé (vol horizontal stabilisé), quelle proposition est correcte ?		La portance est légèrement inférieure au poids	La portance équilibre la traînée	La portance et la traction sont identiques	La portance équilibre le poids	3	2.2.		True
713zlB0r	2025	2.2	21	Les dispositifs hypersustentateurs ont pour but :		de diminuer la portance à vitesse élevée (par exemple : pour une descente d'urgence)	d'augmenter la vitesse de décrochage pour certaines manœuvres	de diminuer la traînée pour certaines manœuvres	de diminuer la vitesse de décrochage dans certaines phases de vol (par exemple : au décollage et à l'atterrissage)	3			
Cz7MOP9b	2025	2.3	22	Le facteur de charge subi par un aéronef en virage en palier :		diminue avec l'inclinaison	est toujours égal à 2	ne dépend que du type d'aéronef	augmente avec l'inclinaison	3			
MsI7CWcg	2025	2.4	23	Le profil d'une aile est lisse lorsque :		les becs de bord d'attaque et les volets sont rentrés	les becs de bord d'attaque sont rentrés et les volets sont sortis	les becs de bord d'attaque sont sortis et les volets sont rentrés	les becs de bord d'attaque et les volets sont sortis	0			
LUHqfM63	2025	2.5	24	Pour calculer la distance de décollage d'un avion, il faut prendre en compte :		la masse de l'avion uniquement.	la température, l'altitude de l'aéroport, la masse de l'avion	l'altitude de l'aéroport uniquement	aucun de ces éléments	1			
eTNGZtvr	2025	2.6	25	La traînée induite est une conséquence de :		l'interaction du fuselage et de l'aile	la rotation de l'hélice	la différente de pression entre l'intrados et l'extrados	l'usage d'un train fixe	2	2.1.		True
R9Ui1JwJ	2025	2.7	26	L'incidence d'une aile est positive lorsque :		l'écoulement est parallèle à la corde du profil	l'écoulement attaque le profil du côté de l'extrados	l'écoulement attaque le profil du côté de l'intrados	l'aéronef est en vol dos stabilisé	2			
kH0YPCjU	2025	2.8	27	Lors d'une ressource, le facteur de charge :		augmente	diminue et la vitesse de décrochage augmente	reste constant	diminue ainsi que la vitesse de décrochage	0	2.2.		True
223vRGGF	2025	2.9	28	Ce qui assure la plus grande stabilité d'un aéronef est :		le dièdre et la flèche positifs	le dièdre négatif et la flèche nulle	le dièdre et la flèche négatifs	le dièdre positif et la flèche nulle	0	2.2.		True
behCk9Tu	2025	2.10	29	L'angle d'incidence d'un profil est l'angle formé entre :		la corde du profil et l'horizontale	l'axe longitudinal de l'avion et la direction du vent relatif	la direction du vent relatif et I'horizontale	la corde du profil et la direction du vent relatif	3	2.1.		True
WFvPx4YQ	2025	2.11	30	Lorsqu'un aéronef est centré avant :		sa stabilité augmente	sa maniabilité augmente	sa maniabilité et sa stabilité ne sont pas modifiées	sa stabilité diminue	0			
ijUuqu86	2025	2.12	31	L'assistance gravitationnelle :		permet le retour du lanceur sur Terre	est une ligne téléphonique entre l'ISS et la Terre en cas de besoin d'assistance	est utilisée comme « moteur > afin d'accélérer les sondes lors de leurs voyages interstellaires	est un propulseur	2			
5yyCdAXX	2025	2.13	32	La corde de profil de l'aile est le segment qui joint :		l'emplanture à l'extrémité de l'aile	les deux extrémités de l'aile	le bord d'attaque au bord de fuite	la partie la plus large entre l'intrados et l'extrados	2			
IifcQecr	2025	2.14	33	L'origine de la sustentation de l'aile résulte de l'apparition :		d'une dépression à l'extrados et à l'intrados	d'une surpression à l'intrados et à l'extrados	d'une dépression à l'extrados et d'une surpression à l'intrados	d'une surpression à l'extrados et d'une dépression à l'intrados	2	2.1.		True
47fxruBj	2025	2.15	34	L'angle de pente est :		l'angle entre l'horizontale et l'axe longitudinal de l'avion	l'angle entre la corde de profil de l'aile et le vent relatif	l'angle affiché sur l'horizon artificiel du pilote	l'angle entre l'horizontale et la trajectoire réelle de l'avion	3	2.1.		True
cIN1Vk4L	2025	2.16	35	En vol, si le pilote tire fortement sur le manche, le facteur de charge :		augmente	diminue	reste constant	devient nul	0	2.2.		True
LNFgJpDS	2025	2.17	36	Parmi les éléments suivants, celui qui a une influence sur la position du centre de gravité est :		la trajectoire (palier, montée, descente)	la vitesse	le niveau de carburant dans les réservoirs	l'inclinaison	2	2.2.		True
71mqyWoV	2025	2.18	37	En soufflerie, si on multiplie par 3 la vitesse du vent relatif, la valeur de la portance est :	En soufflerie, si on multiplie par 3 la vitesse du vent relatif, la valeur de la portance est multiplié par :	multipliée par 3	multipliée par 9	multipliée par 6	multipliée par 12	1	2.1.		True
aOsQ5NT2	2025	2.19	38	Le réglage de l'hélice en plein petit pas au décollage a pour but de :		diminuer la distance de décollage et la pente de montée	augmenter la distance de décollage et diminuer la pente de montée	diminuer la distance de décollage et augmenter la pente de montée	augmenter la distance de décollage et la pente de montée	2			
ZzZuBlBe	2025	2.20	39	Pour un aéronef en montée rectiligne uniforme, la force de traction de l'hélice est fonction :		uniquement de la traînée	de la traînée, du poids et de l'angle de montée	uniquement du poids et de la portance	du poids et de l'angle de montée	1	2.2.		True
Sl6N90jv	2025	3.1	40	Parmi ces instruments, celui qui utilise un gyroscope est :		l'horizon artificiel	le compas magnétique	l'anémomètre	le tachymètre	0	1.2.		True
FFJhoKXd	2025	3.2	41	Quels sont les éléments présents dans une commande de vol mécanique simple d'un avion d'aéroclub ?		Câbles et poulies	Tuyaux hydrauliques et servo-commande	Moteurs électriques et câbles	Bielles et pistons	0			
mQiEw2CN	2025	3.3	42	Dans un moteur à 4 temps, la compression intervient après :		la combustion	la détente	l'admission	l'échappement	2	1.3.		True
JsYZbeHw	2025	3.4	43	Sur un parapente, la liaison entre les élévateurs et l'aile est assurée par :		des ficelles	des cordelettes	des lignes	des suspentes	3			
ztVHgPel	2025	3.5	44	Pour indiquer l'altitude, l'altimètre utilise :		la différence entre la pression totale et la pression dynamique	la pression totale	la pression dynamique	la pression statique	3	1.2.		True
qZD6tGvo	2025	3.6	45	Les cadres :		ont dans le fuselage le même rôle que les nervures dans les ailes	sont situés en bout d'aile pour éviter les tourbillons marginaux	sont les pièces maîtresses du fuselage qui supportent les efforts de flexion	sont toujours montés par paire pour augmenter leur solidité.	0			
aEpmtXWU	2025	3.7	46	En aéromodélisme, un avion d'apprentissage « deux axes » est pilotable sur les axes de :		roulis et lacet	roulis uniquement	tangage et roulis	tangage et lacet	3			
5gW1T1sW	2025	3.8	47	Durant un cycle de fonctionnement d'un moteur à pistons (4 temps), le seul temps où le piston monte du point mort bas au point mort haut avec les soupapes fermées est le temps :		d'admission	de compression	de combustion-détente	d'échappement	1			
4EgxIIo0	2025	3.9	48	L'avion représenté sur la photographie ci-après possède un train :		classique	tricycle	caréné	rentrant	1		https://annales-bia.fr/images/c1-2025.gif	
aRH3XQfD	2025	3.10	49	En considérant la figure ci-dessous, les combinaisons correctes sont :		A2, B4, C3, D1	A2, B4, C1, D3	A4, B5, C2, D1	A4, B2, C3, D5	0	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2Fe7wTt4sh3wvt30FuCqjm?alt=media&token=d420d64a-b019-4c98-b26c-73447f93a848	True
KBkjDVL2	2025	3.11	50	Sur le plan ci-dessous, la combinaison correcte est :		1 : aileron, 2: saumon, 3 : volet, 4 : gouverne de profondeur	1 : volet, 2 : saumon, 3 : aileron, 4 : gouverne de profondeur	1 : aileron, 2 : saumon, 3: volet, 4: gouverne de direction	1 : aileron, 2: tab, 3: volet, 4: gouverne de direction	0		https://annales-bia.fr/images/c3-2025.gif	
A0QTb8tR	2025	3.12	51	Sur un avion certifié, un moteur à pistons contenant 4 cylindres est pourvu au total de :		2 bougies d'allumage	4 bougies d'allumage	8 bougies d'allumage	0 bougie d'allumage	2	1.3.		False
adl3Ysbw	2025	3.13	52	Cette machine est équipée :		d'un train classique et d'ailes hautes	d'un train tricycle et d'ailes hautes	d'un train classique et d'ailes basses	d'un train tricycle et d'ailes basses	3	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FUtuf33XiEEJ8wyjwKgqc?alt=media&token=0601de1e-a24a-4a81-bc4f-b664f64026fc	True
tgUhNLd1	2025	3.14	53	Quelle est la mauvaise classification ?		Aérodynes non motorisés: deltaplanes, planeurs	Aérostat : deltaplane, ballons, dirigeables	Engins aérospatiaux: lanceurs, fusées	Engins spatiaux: satellites, sondes	1	1.1.		True
nFVWVuqf	2025	3.15	54	L'élément fléché correspond à :		l'emplanture	un aileron basse vitesse	un volet	un winglet	3	1.1.	https://firebasestorage.googleapis.com/v0/b/bia-af.appspot.com/o/questions%2FfQeOpmD8keSjkwdORou3?alt=media&token=4c8777ed-5311-47d8-b3f2-33fc0618413e	True
AXLo9uf4	2025	3.16	55	Un empennage dit « canard » :		est situé à l'avant de l'avion	remplace les ailerons	est synonyme d'un empennage en V	est situé à l'arrière de l'avion	0	1.1.		True
7mvfRXM8	2025	3.17	56	Les acteurs du transport aérien (motoristes, compagnies aériennes, pétroliers) se sont engagés dans le développement d'un nouveau carburant pour remplacer à terme le kérosène (JET A1), compatible et mixable avec le kérosène. De quel carburant s'agit-il ?		EFIS : Ecological Fuel International Standard	JET A2 : 2ème génération du JET	AKI : Alternative Kerosene Initiative	SAF : Sustainable Aviation Fuel	3			
Sd89GUTw	2025	3.18	57	Pour effectuer une rotation autour de l'axe de roulis, le pilote doit :		modifier la profondeur à l'aide du compensateur	déplacer le manche en avant ou en arrière	déplacer le manche à gauche ou à droite	actionner le palonnier	2			
EAJhqke1	2025	3.19	58	Le rotor anticouple d'un hélicoptère permet de contrôler :		la rotation autour de l'axe de tangage	la rotation autour de l'axe de lacet	la rotation autour de l'axe de roulis	la vitesse ascensionnelle	1	1.1.		True
rzdNQkON	2025	3.20	59	Le variomètre indique :		la vitesse horizontale	la vitesse verticale	l'altitude	les variations de régime moteur	1	1.2.		True
BGXQku10	2025	4.1	60	Sachant que votre route magnétique est de 090° et que vous êtes en VFR, quel niveau de vol (Flight Level) choisissez-vous pour respecter la règle de la semi-circulaire ?		60	65	70	75	3			
1zPbu1Nq	2025	4.2	61	Lorsque vous vous trouvez au point d'attente, vous effectuez le contrôle des magnétos. Cela consiste à contrôler le bon fonctionnement :		des deux systèmes d'allumage du moteur	du compas et du cap magnétique	du gyroscope du conservateur de cap	du gyroscope de l'horizon artificiel	0			
AC0EPh88	2025	4.3	62	Pour voler en France, les avions certifiés doivent obligatoirement posséder :		la licence de station d'aéronefs (LSA)	I'habilitation de radiotéléphonie en langue française	la facture d'achat de l'avion	les certificats de navigabilité (CEN) et d'examen de navigabilité (CDN)	3	4.1.		True
LI3hQpv7	2025	4.4	63	Votre vol VFR vous amène à traverser une TMA de classe D :		c'est une zone non contrôlée	c'est une zone contrôlée qui nécessite une clairance	c'est une zone contrôlée qui ne nécessite jamais de clairance	c'est une zone interdite au vol VFR	1	4.1.		True
jJuyvkqe	2025	4.5	64	Un aérodrome ouvert à la CAP :		n'est ouvert qu'aux appareils d'État	est ouvert à la circulation aérienne publique	est interdit aux ULM	nécessite un certificat d'aptitude à se poser	1	4.1.		True
JzMWxOas	2025	4.6	65	La cause d'accident la moins fréquente en aéronautique est :		le pilote	la météo	les infrastructures	l'aéronef	2			
1AIrH3WY	2025	4.7	66	Pour afficher leur altitude par rapport au niveau moyen de la mer, les pilotes doivent afficher sur leur altimètre un calage :		QNH	QFE	QFU	1013.0	0	4.1.		True
TAxGFHzk	2025	4.8	67	Un tour de piste main gauche signifie :		que l'avion doit se poser sur la partie gauche de la piste	que le pilote doit piloter avec la main gauche pour des raisons de sécurité	que le pilote effectue le dernier virage avec la piste à sa gauche	que la manche à air est à gauche de la piste	2			
duoUI9Qh	2025	4.9	68	Comment est appelé l'angle entre le nord vrai et le nord magnétique ?		déviation	déclinaison magnétique	erreur de parallaxe	inclinaison magnétique	1	4.3.		True
